"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW005"
"2013","AT",3954501,575.635,,"5","2013","17","3",1932,"1","4","3","AT","2",,"3","7","1","1",,,"3","71",,,,,"12","1","1",,,,"15","2","2","1","2",,"1",,0,0,0,951,0,0,0,0,21092,0,0,0,0,3200,"6","10","9","9","4","3","2","5","2","8","10","6","3",,"9","10",,"1","5","3",,"2","3","1","1","1","3","1","1","2304.03304063452"
"2013","AT",3954502,575.635,,"4","2013","31","5",1952,"2","1","3","AT","2",,"3","7","1",,"2",,,"33",,,,,,,"2",,,,"22","2","1","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,8739,0,1200,"4","8","9","9","3","5","2","5",,,,"9","1",,"5",,"1","2","8","10","10","1","1","1","1","3","1","1","5","751.008007388345"
"2013","AT",3958601,575.635,,"6","2013","28","11",1977,"2","2","1","AT","2",,"4","1","1",,,,"3","13",,,"g",,"12",,"2","2",,"2","15","2","2","1","2",,"2",,24223,0,,8702,0,0,0,0,0,0,0,0,0,,"9","8","9","9","4","5","3","4",,"9",,,"3","10","5","5","1","2","8","7","5","1","1","1","1","1","1","1","2","594.424150363034"
"2013","AT",4066601,575.635,,"6","2013","16","4",1950,"1","1","1","AT","2",,"2","7","1","2","2",,"3","91","40",,,,"6","1","1",,,,"19","3","1","3","2",,"2",,0,0,0,5396,0,0,0,0,24089,0,0,0,0,,"7","8","7",,"3","3","2","4","4",,,"10","7","5","7","7","1","1","4",,"10","2","1","1","1","3","1","1","3",
"2013","AT",4066602,575.635,,"5","2013","22","4",1954,"2","2","1","AT","2",,"2","10","1","1","2",,"3","NAs",,,,,,"1","1",,,,"27","2","1","2","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,,"10","10","7","9",,"4","2","5",,"8",,"10","5",,,"8","2","1","8","6","10","2","1","1","1","3","1","1","1","529.730859790812"
"2013","AT",4071401,575.635,,"6","2013",,"3",1941,"1","2","1","AT","2",,"3","7","1",,,,"3","71","60",,,,"8",,"1",,,"12","16","2","1","3","2",,"2",,5555,0,0,9172,0,0,0,0,0,0,0,21476,0,400,,"8","5","9","5","4",,,"2",,,"5","2","3","8","8","1","1","3","8","10","1","1","1","1","3","3","1","5","806.972308942633"
"2013","AT",4071402,575.635,,"4","2013","15","5",1941,"2","2","2","AT","2",,"2","10","2",,"2","1","3","NAs",,,"k",,,,"2","2","7",,"15","1","1","3","2",,"2",,0,0,0,0,0,0,0,0,4779,0,0,0,0,,"7","9","8","10","3","2","2","4","2","5",,"8","5","5","5","10","1","1","7","8","10","2","1","1","1","1","1","1","1","4605.53275173816"
"2013","AT",4092101,575.635,,"6","2013","16","1",1971,"1","2","3","AT","2",,"3","1","1","1",,,"3","81",,,"b-e",,"12","1","2","2",,,"19","2","2","2","2",,"2",,70613,0,0,9413,0,0,0,0,0,0,0,0,0,3300,"6","10","7","8","3","4","2",,"2","7","10","8","0",,,"10","1","1","7","5","8","3","1","1","1","3","1","1","1","245.739255937502"
"2013","AT",4092102,575.635,,"3","2013","24","9",1975,"1","2","1","AT","2",,"3","1","1",,,,"3","71","25",,"b-e",,,"1","1",,,,"15","1","1","3","2",,"2",,52219,0,0,4800,1200,0,0,0,0,0,0,0,0,2100,"10","8","6","10","4","5","3","5","5",,"8","9","10","6","7","9","1","1","0","10","9","3","1","1","1","1","1","1","1","814.480766643735"
"2013","AT",4172401,575.635,,"4","2013","11","1",1947,"1","2","3","AT","1",,"3","7","1","2","2","1",,"12",,,,"3",,,"2",,,,"20","1","1","3","2",,"2",,0,915,0,2596,0,0,0,0,0,0,0,0,0,,"8","9","8","5","3","5","1",,"2","8","3","5","4","5","8","9","1","1","8","10","8","2","1","1","1","2","1","1","3","156.146020758027"
"2013","AT",4172402,575.635,,"4","2013","17","6",1949,"2","2","1","AT","2",,"5","10","1","2",,,"3","32",,,"q",,,,"2",,,,"14","2","2","3","2",,"2",,0,0,0,1052,0,0,0,0,0,0,0,0,0,,"10","10","7","10","3","4",,"2","2",,"9","10","0","2","0","8","1","1","8","8","10","2","1","1","1","1","1","1","6","1003.15302741554"
"2013","AT",4190601,575.635,,"4","2013","12","1",1949,"1","2","3","AT","2",,"2","7","1",,,,"3","33",,,,,,"1","2",,,,"16","2","2","3","2",,"2",,0,0,0,0,0,0,0,0,27586,0,0,0,0,3200,"6","10","7",,"1","4","3",,"4",,,"0","2","7","6","10","1","1","8","10","8","2","1","1","1","1","1","1","3","876.634805201792"
"2013","AT",4190602,575.635,,"4","2013","22","1",1956,"2","1","2","AT","2",,"3","2","1",,,,"3","43",,,"q",,,,"2","2",,"11",,"1","1","2","2",,"2",,7862,0,0,2261,0,0,0,0,0,0,0,0,0,2200,"8","8","7","10","4","5","3","4","2",,"10","8","3","5",,"9","1","1","8","4","10",,"1","1","3","1","1","1","6","667.113341655303"
"2013","AT",4254301,575.635,,"4","2013","16","7",1932,"1","4","2","AT","1",,"3","7","1","1",,,"3","73","40",,,,"13",,"2","2",,,"16","3","1","2","2",,"2",,0,0,0,5042,0,0,0,0,27056,0,0,0,0,2100,"7","9","8","8","5","5","2","5","3",,,"0","6","5","10","8","1","1","7","9",,"2","1","1","1","2","1","1","1","356.959490179442"
"2013","AT",4254302,575.635,,"5","2013","7","7",1952,"2","5","3","AT","2",,"2","1","2","2",,,"3","94",,,"r-u",,,"2","1","2",,,"17","2","2","2","2",,"2",,8186,238,0,0,0,0,0,0,0,0,0,0,0,1850,,"9","3","10","5","4","2",,"2",,,"6",,"0","9","7","1","1","5","10","5","3","1","1","1","3","3","1","5","708.79898039047"
"2013","AT",4258001,575.635,,"7","2013","16","12",1988,"2","1","3","AT","2",,"4","1","2","1",,,"3","43","45",,"g",,,"1","1",,,"3","17","3","1","3","2",,"2",,32355,0,0,1042,0,0,0,0,0,0,0,0,0,,"9","9","3","8","5","4","2","5",,,"6","8","5","9","8","10","1","1","5","8","10","3","1","1","1","1","1","1","1","463.639394260013"
"2013","AT",4258002,575.635,,"7","2013","20","4",1988,"1","1","2","AT","2",,"4","1","2",,"2",,"3","21","40",,"h",,"13","1","1","2",,,"15","2","1","3","2",,"2",,39434,0,,1963,0,0,0,0,0,0,0,0,0,2500,"10","10","8","10",,"4","2","5","2",,,"7","5","7","5","8","1","1","2","5","10",,"1","1","1","3","1","1","1","537.503012999432"
"2013","AT",4269401,575.635,,"4","2013","8","12",1934,"1","2","1","AT","2",,"2","7","1",,,,"3","71","39",,"b-e",,,"2","2","2",,,"15","2","2","3","2",,"1",,0,0,0,8227,0,0,2679,0,25375,0,0,0,0,2500,"7","5","7","3","5","5","3","5","2","9","10","5","2","0","6",,,"1","8","8","9","2","3","1","2","3","1","1","1","538.369888553688"
"2013","AT",4269402,575.635,,"6","2013","24","8",1939,"2","2","1","AT","2",,"2","7","1",,,"1","3","83","30",,,,,"1","2","2",,,"20","2","1","3","2",,"2",,0,0,0,0,0,0,0,0,20214,0,0,0,0,465,"10","10","10","10","4","5","2","4","2","9","5","10","10",,"9","8","1","1","4","10","10","2","1","1","1","1","1","1","5","1381.02717229703"
"2013","AT",4290501,575.635,,"4","2013","45","4",1952,"2","3","3","AT","2",,"2","7","2",,,,"3","61","40",,,,,"1",,"2",,,"17","2","2","3","2",,"2",,2189,0,0,0,360,0,13041,0,23280,0,0,0,0,,"8","4","8","10","4","2","2","5","1","8",,"6","0","1","3","8","1","1","8","6","10","1","1","1","1","1","1","1","5",
"2013","AT",4290502,575.635,,"5","2013","17","1",1954,"1","2","1","AT","2",,"3","3","2",,,,"3","11","50",,"g",,"13","1","1",,,,"14","2","2","3","2",,"2",,0,0,0,1806,0,29175,1806,0,0,0,0,0,0,1900,"8","8","9","9","4",,"2","3","3","8","5","9","5",,,"8","1","1","5","9","8","2","1","1","1","1","1","1","5","468.743947788491"
"2013","AT",4290601,575.635,,"4","2013","15","5",1932,"1","4","3","AT","2",,"3","7","2",,,,"3","75","42",,,,,"2","2",,,,"14","4","1","3","2",,"2",,0,1070,0,2090,0,0,0,0,10635,10134,0,0,0,,"10","8",,"9","3",,"2","4","3",,,"5","0","10","8",,,"1","3","10","7","2","1","1","1","3","1","1","4","630.158194239558"
"2013","AT",4290602,575.635,,"4","2013","15","10",1952,"2","2","3","AT","2",,"2","7","2",,,,"2","61","25",,,,"13",,"1",,,,,"2","2","2","2",,"2",,0,0,0,13395,1500,0,0,0,18616,0,0,0,0,,"8","7",,"6","4","5","2","2","2",,,"8","5","6","8","10","1","1","2","8","6","1","1","1","1","3","1","1","5","708.978252227569"
"2013","AT",4430601,575.635,,"5","2013","16","1",1947,"1","2","3","AT","2",,"3","7","1",,,,"3","35","45","21",,,"13","1","1",,,,"23","2","2","3","2",,"2",,0,0,0,1657,1380,0,0,0,29726,24544,0,0,0,,"5","8","9","8","5","5","2","4","3",,,"6","7","4",,"9","1","1","10","6","10",,"1","1","1","3","1","1","1","182.21933801063"
"2013","AT",4430602,575.635,,"7","2013","10","2",1949,"2","2","1","AT","2",,"2","7","1",,"2",,"3","54",,,,,"11",,"2",,,,"18","1","2","3","2",,"2",,0,0,0,6986,0,0,0,0,7335,0,0,0,0,,"10","6","8",,"4","4","2","4","2",,"8","8","5","4","7",,,"1","9","8","10","1","1","1","2","1","3","1","5","723.490142846261"
"2013","AT",4448801,575.635,,"4","2013","19","2",1965,"1","2","3","AT","2",,"3","1","2","2",,,"3","41","20",,"g",,"6",,,"2",,,,"3","2","3","2",,"2",,20793,738,0,0,0,0,0,0,0,0,2493,0,0,,"10","6","5","8","2","5","2","5","2","6","7","6","6","4","8","7","1","1","5",,,"1","1","1","1","1","1","1","3","424.334623098637"
"2013","AT",4448802,575.635,,"3","2013","10","3",1967,"2","2","1","AT","2",,"4","2","1","2",,,"3","41","35",,"r-u",,,"1","1",,,,,"5","1","3","2",,"2",,21390,0,0,790,0,0,0,0,0,0,0,0,0,,"4","10","7","3","2","5","2","4","5","5",,"4","0","5","8","10","1","1","5","10","10","3","1","1","1","1","1","1","1","5318.00610840128"
"2013","AT",4452001,575.635,,"6","2013","14","1",1942,"1","2","1","AT","2",,"3","7","1","2",,,"3","33",,,,,,"1","2","2",,,"19","3","1","3","2",,"1",,0,0,0,1408,840,0,0,0,12177,0,0,0,0,,"9","7","7","10","4",,"2","4","3",,,"7","10","3","5","10","1","1","3","9","10","2","1","1","1","3","1","1","1","242.587220088899"
"2013","AT",4452002,575.635,,"6","2013","21","9",1939,"2","2","1","AT","2",,"2","7","2","1",,,"2","81",,,,,"13","1","2",,,,"16","1","2","3","2",,"2",,0,0,0,0,0,0,2662,0,6594,0,0,0,0,1500,,"7","10","5","5","5","3","4",,"9","7",,"8",,"9","10",,"1",,"10","8","1","1","1","1","1","1","3","5","528.929273530484"
"2013","AT",4522501,575.635,,"4","2013","13","2",1946,"1","5","1","AT","2",,"3","7","1",,,,"3","33","40",,"q",,"13","1","2","2",,,"15","2","1","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,53146,0,0,,"10","8","9","8","3","4","2","5","2",,"10","6","7",,"5","8","1","1","7","10","6","2","1","1","3","1","1","1","6","847.116987540218"
"2013","AT",4522502,575.635,,"5","2013","14","8",1956,"2","2","3","AT","2",,"3","10","2",,,,"3","44","49",,,,,,"2",,,"3","18","2","2","3","2",,"2",,0,0,0,703,0,0,0,0,0,0,0,0,0,,"5","6","8","9","5","2","3","4","3","10","10","6","7","3","10","9","1","1","5","10","8","2","2","1","1","2","1","3","3",
"2013","AT",4527001,575.635,,"4","2013","18","7",1948,"2","2","1","AT","2",,"3","7","2",,"2",,,"51",,,,,,"1","2",,,,"15","3","2","2","2",,"2",,0,0,0,0,0,0,0,0,16829,0,0,0,0,,"5","6","9","10","3","3","2","5","2","3",,"10","5","6","8","10","1","1","8","7","7","4","1","1","1","2","1","1","6","2111.29100157159"
"2013","AT",4527002,575.635,,"4","2013","23","9",1943,"1","2","2","AT","2",,"3","7","2","1",,,"3","83",,,,,"1","1","1",,,,,"2","2","3","2",,"2",,0,0,0,11714,650,0,0,0,9797,8577,0,0,0,,"10","6","7","7",,"3","2","3","2",,"8","3",,,"5","9","1","1","7","7","10",,"1","1","1","1","1","1","1","564.789948377078"
"2013","AT",4756301,575.635,,"4","2013","13","5",1951,"1","2","3","AT","2",,"3","7","1","1",,,"3","91",,,,,"13","1",,"2",,,"15","2","2","3","2",,"2",,0,0,0,9124,0,0,0,0,36484,0,0,0,0,,"2","8","10","7","1","4","2","4","3","8","8","10","6","8",,"10",,"1","8","10","2","2","1","1","1","1","1","1","1","1806.04068017771"
"2013","AT",4756302,575.635,,"4","2013","12","7",1954,"2","2","3","AT","1",,"3","10","2","1",,,"3","NAs",,,,,"1","1","2",,,"10","18","1","2","2","2",,"2",,6601,0,0,0,0,0,0,1182,0,0,0,0,0,,"10","10","8","9","3","5","2","3","3","9",,"2","4","3","9","7","1","1","1","9","3",,"1","1","1","3","1","3","6","418.735623976604"
"2013","AT",4769401,575.635,,"6","2013","21","9",1932,"1","4","1","AT","2",,"3","7","1","1",,,"3","71",,,,,"13","1","1",,,,"18","3","2","2","2",,"2",,0,1162,0,0,0,0,0,0,22667,0,0,0,0,,"10","8","9","10","2","5","2","4",,,,,"10","8","4","6","1","1","7","7","9","2","1","1","1","3","1","1","1","1013.77836391398"
"2013","AT",4769402,575.635,,"6","2013","13","1",1952,"2","1","3","AT","1",,"2","7","2","1",,,"1","32","39",,,,,,"1","2",,,"26","2","2","3","2",,"2",,30332,1151,0,0,0,0,0,0,11288,0,0,0,0,,"8","7","8","9","5",,,"5","4","8",,"6",,"7",,"10","1","1",,"8","8","2","1","1","1","1","1","1","1","620.652642459339"
"2013","AT",4771801,575.635,,"4","2013","30","9",1974,"1","2","1","AT","2",,"3","1","2","1",,,"3","31","40",,"q",,,"1","1","2",,,"20","2","1","3","2",,"2",,39619,0,0,5939,0,0,0,0,0,0,0,0,0,,"9","10","10","8","4","4","3","4","4",,"9","5","5","6",,"10","1","1","5","10","10","2","1","1","1","3","1","1","3",
"2013","AT",4771802,575.635,,"2","2013","10","10",1976,"2","2","2","AT","2",,"3","1","1","1",,,"3","52","40",,"g",,"13","1","1","2",,,"15","2","2","3","2","1","2",,31102,0,0,0,300,0,0,0,0,0,0,0,0,2900,,"10",,"10",,"4","1",,"2","6",,"10","9","10","8","7","1","1","3","10","8","2","1","1","1","1","1","1","5","1198.97505431332"
"2013","AT",4850601,575.635,,"6","2013","15","3",1963,"2","2","1","AT","2",,"3","1","2","1",,,"3","93","40",,"g","4",,"1","1",,,,"24","2","2","3","2",,"2",,23809,0,0,0,0,0,0,0,0,0,0,0,0,,"7","7","9","8","3","1","1","5","2",,"9","10",,"4","2","10","1","1","0","5","10","1","1","1","1","3","1","3","6","1940.50571474695"
"2013","AT",4850602,575.635,,"3","2013","9","2",1964,"1","2","1","AT","2",,"4","1","1",,,,"3","42",,,,,"12","1","1","2",,,"16","1","2","3","2",,"2",,42193,0,0,0,500,0,0,0,0,0,0,0,0,,"7","10","4","8","3","5","2","4","3","8",,"9","4","4","8","10","1",,"10",,"7","1","2","1","1","3","1","1","6","442.700624092403"
"2013","AT",4882401,575.635,,"6","2013","47","9",1932,"1","4","1","AT","2",,"2","7","2","1",,,"3","11","50",,,,"13",,"1","2",,,"15","4","1","1","2",,"2",,0,0,0,0,0,0,0,0,30500,0,0,0,0,,"10","10","7","10","5","5","2","3","2","10","7","5","7","6","8","9","1","1","4",,"8","1","1","1","1","3","1","1","5","1916.77141715309"
"2013","AT",4882402,575.635,,"6","2013","17","7",1933,"2","4","3","AT","2",,"2","7","1",,"1",,"4","61","20",,,,"12","1",,,,,"18","1","1","3","2",,"2",,8108,0,0,4179,300,0,0,0,508,0,0,0,0,,"9","9",,,"4","4","3","4","4","5",,"8",,"7",,"5",,"1","1","10","10","2","3","1","1","3","2","1","5","876.125941969343"
"2013","AT",4919501,575.635,,"4","2013","14","2",1940,"1","4","1","AT","2",,"3","7","1","1",,,"3","33",,,"p",,"12","1","2",,,,"21","1","2","3","2",,"2",,0,0,0,10851,0,0,6239,0,45440,0,0,0,0,,"8","7","4",,"3",,"4","3","2",,,"4","3","9","1","10","1","1","6","6","10","3","1","1","1","3","1","1","3","472.595999762519"
"2013","AT",4919502,575.635,,"6","2013","21","6",1951,"2","2","1","AT","2",,"3","7","1",,,,"3","41",,,,,"4","1","2","2",,,"19","3","2","3","2",,"2",,0,0,0,6867,0,0,0,0,24667,0,0,0,0,1084,"9","7","7",,"4","5",,"3","2","8",,"10","7",,"10","3","1",,"3",,"9","1","1","1","1","1","2","1","6",
"2013","AT",4989301,575.635,,"4","2013","18","12",1957,"1","3","1","EU","2",,"3","1","1","1",,,"3","74","40",,"o",,"13","2",,"2",,,"18","3","2","3","2",,"2",,28559,0,0,50266,600,0,0,0,0,0,0,0,0,,"8","0","10","10","4","3",,"4",,,"10","5","2","5",,,,,"0","10","8","1","1","1","1","1","1","1","1","3591.38880753604"
"2013","AT",4989302,575.635,,"3","2013","23","3",1959,"2","5","1","AT","2",,"3","1","2",,,,"3","33","39",,"q",,"1","1","1","2",,,"15","3","2","1","2",,"2",,30960,0,0,0,0,0,0,0,0,0,0,0,0,2900,"10","6","5","9","5","3","2","4","3","6","9",,"4","6","5","5","1","1","5","10","10","1","2","1","1","3","3","1","6","1004.2688671377"
"2013","AT",5007101,575.635,,"4","2013","18","1",1946,"2","5","1","AT","2","5","3","7","2","1",,,"3","32",,,"q",,,,,"2","1",,"15","2","1","1","2",,"2",,0,0,0,3652,0,0,0,0,17574,0,0,0,0,,"9","8","9","9","5","5",,"5","2","5",,"9","8",,"6","10","1",,"5",,"8","2","1","1","1","2","1","3","5",
"2013","AT",5007102,575.635,,"3","2013","27","11",1954,"1","1","3","AT","2",,"2","5","1","1",,,"3","41","25",,"k",,,,"1","2",,"1","15","3","2","2","2",,"2",,11835,374,0,6244,0,0,0,1022,0,0,0,0,0,,"9","8","7","10","5","5",,"4","2",,,"10","2","7","3","5","1","1","7","10","10","1","1","1","1","2","3","1","5","622.957338320351"
"2013","AT",5063601,575.635,,"3","2013","12","5",1932,"1","4","3","AT","2",,"3","7","1",,"1",,"2","71",,,,,"6","1","2","2",,,"14","4","2","3","2",,"2",,0,0,0,2215,0,0,0,0,19863,0,0,0,0,,,"10","6","9","3","2","2","4","2","8",,"7","6","7","7","10","2","1",,"10","4","2","1","1","1","1","1","3","6","566.352436305186"
"2013","AT",5063602,575.635,,"4","2013","23","12",1952,"2","2","3","AT","2",,"3","4","1",,,,"3","31","32",,"o",,"10","1","1",,,,"14","1","2","2","2",,"2",,4903,0,0,224,0,31047,0,30137,0,0,242,0,0,,"9","8","6","10","2","5","2","3","2","8","10","8","1","4","4","10","1","1","5","6","10","1","1","1","1","3","1","1","1","430.756822179063"
"2013","AT",5230301,575.635,,"6","2013","11","5",1951,"1","2","3","AT","2",,"3","7","2","1",,,"3","26","40",,,,"13",,"1","2",,,"21","4","1","3","2",,"2",,0,927,0,0,0,0,0,0,26718,8454,0,0,0,4400,"7","10","4","7","5","5","2","3","3",,,,"5","6","10","10","1","1",,"8",,"1","1","1","1","1","3","3","3","230.005438962472"
"2013","AT",5230302,575.635,,"4","2013","12","9",1953,"2","2","3","AT","2","3","2","7","1","2","2",,"3","61",,,"q",,,"1","2",,,"4","16","2","2","3","2",,"2",,0,238,0,2419,0,0,0,0,15171,0,0,0,0,,"8","7","6","5","3",,"4","4","2","7",,,"3","8","9","8","1",,"6",,"9",,"1","1","3","3","1","1","6","737.256663723421"
"2013","AT",5257801,575.635,,"3","2013","15","7",1940,"1","2","3","AT","2",,"3","7","1",,,,"3","53","26","5",,,"13","1","2",,"4",,"15","3","1","3","2",,"1",,0,238,0,1762,720,0,0,0,22810,0,0,0,0,3162,"7","9","6","10","4","3","3","4","3","10",,"8","7","8",,"10","1","1","7","5","8","1","1","1","1","3","1","1","5","1205.70816395601"
"2013","AT",5257802,575.635,,"4","2013","18","8",1951,"2","2","1","AT","2",,"3","7","1",,,,,"52",,,,,,"1","2",,,,"15","1","2","3","2",,"2",,0,0,0,0,0,0,0,0,4694,8477,0,0,0,2100,"9","9","7","2","3","3",,"5",,"5","10","10","5","9","8","10","1","1","4",,"10","2","1","1","1","3","1","3","6","1138.01064384739"
"2013","AT",5269501,575.635,,"3","2013","19","2",1941,"1","2","3","AT","2",,"3","7","2","1",,,"3","71","35",,,,"12","1","1","2",,,"20","1","2","3","2",,"2",,0,0,0,12776,0,0,0,0,52795,0,0,0,0,,"7","5","8",,,"2","3","4","1",,,,"8","5","6","10",,"1","3","8","9","2","1","1","3","1","1","3","1","264.952919398395"
"2013","AT",5269502,575.635,,"4","2013","14","3",1943,"2","2","2","AT","2",,"0-1","11","1","1",,,"3","51",,,,,,,,"2",,"6","15","2","1","3","2",,"2",,0,0,0,12431,708,0,0,0,0,0,0,0,0,2500,,"8","4","9","2","4","5",,"2",,,"8","5","6","6","10",,"1",,"2","9","2","1","1","1","2","1","1","5","5467.5361902082"
"2013","AT",5342001,575.635,,"4","2013","25","4",1954,"2","2","3","AT","2",,"2","10","1","1",,,"3","31",,,,,,"1","2",,,,"15","1","1","3","2",,"2",,7820,0,0,6082,0,0,0,0,0,0,0,0,0,,"8","5","8",,"5","5","2","4","2",,"10",,"0","6","10","6","1","1","4",,"10","1","1","1","1","2","2","1","5","570.492487794371"
"2013","AT",5342002,575.635,,"4","2013","17","5",1959,"1","1","3","AT","2",,"3","1","1","1",,,"2","91","40",,"h",,"8","1","2","2",,,"15","2","1","3","2",,"2",,24124,0,0,4676,650,0,0,4990,0,0,0,0,0,,"7","9","5","6",,"4","1","5","2",,"10","7","4","6","5","9","1","1",,"6",,"3","1","1","1","1","1","1","5","2104.05035744757"
"2013","AT",5366101,575.635,,"3","2013","7","5",1960,"2","2","1","EU","2","6","2","1","2",,,,,"83",,,"b-e",,,,"2",,,,"15","2","2","3","2",,"2",,819,1298,0,0,0,0,0,0,0,0,0,0,0,4400,"9","10","6","10","3","5","2","5","2",,,"10","0","5","7","9","1",,"7","10","10","1","1","1","1","2","2","1","6","654.780148749106"
"2013","AT",5366102,575.635,,"3","2013","18","3",1947,"1","2","1","AT","2",,"3","7","2","1",,,"2","12",,,,,"13","1","1",,,,,"1","2","2","2",,"2",,0,0,0,3090,0,0,0,0,24559,0,0,0,0,680,"9","6","5","8","5","5","2","3","1","8","10","7",,"8",,"10","1","1","6","10","10","2","1","1","1","1","1","1","5","599.889645871698"
"2013","AT",5366301,575.635,,"5","2013","13","1",1943,"1","1","2","AT","2",,"0-1","11","1","1",,,"3","54",,,"l-n",,,,,,,,"17","1","2","3","2",,"2",,0,0,0,8956,0,0,0,0,0,0,0,0,0,963,"9","8","9","8","3","4","2","3","1",,"10",,"5","8","5","10",,"1","5","10","9","2","1","1","1","2","2","1","6","394.25888132684"
"2013","AT",5366302,575.635,,"3","2013","12","5",1947,"2","2","3","AT","2","4","3","10","2","1",,,,"91",,,"q",,"2","1","2","2",,,"24","2","2","3","2",,"2",,0,0,0,7257,720,0,0,0,0,0,0,0,0,,"8","0","7",,"3","5","2","5","3","2","5","8","0","6","6","9",,"1","7","10","8","2","1","1","3","1","1","1","5","591.212823872722"
"2013","AT",5377301,575.635,,"6","2013","30","6",1932,"1","2","3","AT","2",,"3","7","1","1",,,"3","74",,,,,,"1","2",,,,"15","1","1","2","2",,"2",,0,545,0,0,0,0,0,0,6601,0,0,0,0,1900,"9","10","5","9","2","5","1","3","1","10",,"3","5",,"9","7","1","1","9","10","10","2","3","1","1","1","1","3","5","541.624363677649"
"2013","AT",5377302,575.635,,"4","2013","23","11",1946,"2","4","3","AT","2",,"3","7","1",,,,"3","3","39",,"h",,"13","1","1","2",,,,"2","1","3","2",,"2",,0,0,0,1965,600,0,2601,0,14249,0,0,0,0,,,,"10","7","5","5","2","5","3",,"9","5","7",,"7","5","1","1","10","5","8","3","3","1","1","1","1","1","1","683.068311193457"
"2013","AT",5403901,575.635,,"5","2013","15","11",1977,"2","1","3","AT","2",,"4","2","1",,,,"3","25","35",,"p",,"7","1","2","2",,,"20","2","2","3","2",,"2",,22851,0,0,3435,0,0,0,0,0,0,0,0,0,1957,"10","5",,"9","4","4",,"4","4",,,,"2","5","8","10","1","1","5","6","10","1","1","1","3","2","1","1","5","2970.01722886644"
"2013","AT",5403902,575.635,,"6","2013","12","11",1979,"1","1","3","AT","2",,"2","1","2",,,,"3","91",,,"l-n",,,"1","1","2",,"2","20","3","2","3","2",,"2",,57212,0,0,5012,3120,0,0,0,0,0,1717,0,0,1600,"7","5","6","10","4","4","2","4","2",,,"8","5","3","9",,,"1","7","9","7",,"1","1","3","2","1","3","5","1182.26572822666"
"2013","AT",5424301,575.635,,"5","2013","20","6",1954,"1","2","3","AT","2",,"3","7","1",,,,"3","11","39",,,,,"1","1",,,,"15","2","2","3","2",,"2",,5044,1847,0,9831,100,0,0,0,44072,0,0,0,0,,"10","9","8","9","5","4","1","5","3","8",,"8","6",,,,"1","1","7","9","9",,"1","1","1","1","1","1","6","715.604459503999"
"2013","AT",5424302,575.635,,"4","2013","6","10",1956,"2","4","3","AT","2",,"0-1","7","1","1",,,"3","NAs",,,"p",,"13",,,,,,"18","1","2","3","2",,"2",,0,0,0,8340,0,0,0,0,16467,0,0,0,0,2100,"9","9","1","10","4","5","2","4","2","8",,"10","5","9","4",,"1","1","5","5","10","1","1","1","1","3","1","1","5","2584.67984645831"
"2013","AT",5430901,575.635,,"6","2013","20","12",1978,"1","1","1","AT","2",,"2","1","2","2",,,"3","75","60",,"b-e",,"13","1","2","2",,,"18","2","2","2","2",,"2",,42422,847,0,0,300,0,0,0,0,0,0,0,0,3051,"8","10","6","10","4",,"2",,"4","8",,"4","2","4","9","10","2","1","8","10","9","1","1","1","1","3","1","1","6","941.05810685265"
